Total oos: 16794
Total Jupiter OOs 14057

owner,oo,amount
9M2npQrxMmmoeodxw9d1UhAaAXwJD5kuJU6SwnyULTnE,7SCf9S1wwFP9EcHnmuxFZqkcNTVfPChQKUJMfAe3tJAj,'2702702702.7027'
2Hw5dLGvUZmpfQnMhijJ5mWR3cTLDLRMLyHG2KmGceKX,69LF5n8TohuxcgCsxsvgWsgPqByVQvviNqptcEapeLhd,'2702702702.7027'
HmxBMKBQTifJiyaVTcKwJwRMMaQAhyVgnKgMJTBwGPn,7n4zNnMmfjbjjGJMNj8ECa9f4NaX5Xc4q7nfvyEZ118S,'2702702702.7027'
J8oR67FzKdY5U1swZ5LyVpPofuUQQ6e6id8nDThtd1SN,BB7KAbJcb1byjvHpgVS8AxRvzNC3jN9PzWi16UV9SiuV,'2702702702.7027'
J54NeM1s5HpAfQvxoEM4C4rgZyrGAJoXiaDjDfDCCQRY,DyMLVp5VyeQdYYdC6y1qyYrXqPFRaz1QuyrYgziS2AHx,'2702702702.7027'
BKoTtD2LkkR83qPxdKh3ZmpYtFsJrmaX6tBFSr1Gkub,7pNVtmvuPbvbJ9kMpNMyhMft7gUi15jMmDK69HEt2wSs,'2702702702.7027'
9BGFpfSweTuSSvJ1CQVDcVoDzg9eD4twPWck4LFKn9ig,EbGrjPQJaBSmSbNiiaUMjqYRxRxUCLRQCAt9tfpCjTUs,'2702702702.7027'
7ASB6McdkBtH7j4LPCWTGCnakMjubneJgWjHiiaCJi9c,DrXGYEL2ZebbiCwp5jNSNG13kh1A96bwadbxZgxq4Hsd,'2702702702.7027'
3ewPBxCrtSkXeuiH9xaQ4qdyGkzcj3bzpQ1Vm7cw42EW,BhdZ7qLQfKfHMUAWbpLp4k4WhgYhYkDTi11x8ntPeztE,'2702702702.7027'
BkF2bLsYxbzgFU7NnRGV2RpTbw3AY9RxSu9RU9xwseyY,6Z6xt13nNFJTUhmu5Xi7FQaqdUwfeELZ5VQgVKLJMMVD,'2702702702.7027'
3eR9NbjTAHHyJk56hQJbYt6jq2RbpFvc9nQzeeSYvhqD,HJ19ax9MUtVABh3XiHqbiLzhrwMCPX6A4vvVX3unLqLa,'2702702702.7027'
55QwG7Sb2vzLea1qa9DDCorA42iEimaP2VVVLwQFeQka,8hsRgrzPvFSAGqEqYLtnFcNxEYjCLD1NiFc8PQYiU5Fa,'2702702702.7027'
kRdt336ZHFswL4xLqqYiP8dQL844RBBD9xZk8txX2yf,93EgZBRq7bLjdobNm1s61kVbqACuaU8fbY1HEcRSeryY,'2702702702.7027'
CqRJDPTKydjx4wBDojTaEzt2TJnmAd7Ayu3eQWmQETXC,An7qV6TNYM9jo7A5UsjHspuFBCvPkm1kZGSW9yTrYF1C,'2702702702.7027'
Hp3uHMFi2NvLkwHpq6fFhKgiEjLMTBiHN3F7PTNjHXwE,2ikbY8NkuDipKvsgu431GuBVgsQhGnf5whPbm58s1GJt,'2702702702.7027'
GL1v5b33woWDMY4P9HW2nM64Ud4z5KoLGi56gBc1LSJN,PyTadsUJwuDMh9RBJkqBKgMB5H2YcjxdjgwRX5zod6j,'2702702702.7027'
6AXAYGKjyZTwuxBtteQwPJTugnNwBBzeDCrrzFYtczGk,7vi3QL91Z2QHwemkfQ7swYi59deze2MzCAYVDrz3W9oG,'2702702702.7027'
7h3cdxQvwt1TGbsiWtiUwdgsqn1NhGGzzgPbMvaYppVu,12PaSJMJjVomHC2abVQJHQt2fnBs7o3AmC5DKBipAkt2,'2702702702.7027'
Dazpk41tocM5MiwbuYBwHAgsJXnVsniAcT75BS87tssd,FbFqEXaYbs2p796mreo7XAPQ6fLgqkLuv5xeMzgm1UBM,'2702702702.7027'
DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,FNnkfw5Ziaschq1bbA4o5raZx6GF8z1kh3fzdxrKEshZ,'2702702702.7027'
8dGn3S98rFX6UmQswqzG5yEMK8Pa4d76TpbuNXegTD7s,5yeavSB5gKLAobZULUSMP2CuMPdP2Gu1tuSf7aMiVaqM,'2702702702.7027'
EfaedeX5aRiZbR3qusCezvtuwsNB2JmgBD7JQXjEzH6p,2a5mNjidvTdCM2iTJ88iwEeaJun6FLcs5QBTzKRdCpn5,'2702702702.7027'
9nmTKiZY7oDEFKgWtjKDZCjhGNAjXtPRnLkNLy7wGrS1,7s8Ervi2oS8TqDPCT3rcf2dss1DwqU1NyYtrJFH6Sjab,'2702702702.7027'
7RFvrSVdpQyHCjm8bAzdxxT5U4d2Si3ah8ZomfT7bHzM,GpsYgomJeTxmNSjobPTULnnqJvfwDzkRzWwDZvuTKfuc,'2702702702.7027'
GkeckvJxe35RFJbSd1AdnLuJ39MbdyRyGKn5Mdk7LSWr,DyULLoGKhZWs1vD5Aw3Z1mhUzzkpdSwMGb22Cwgeq75T,'2702702702.7027'
BdGFRV2oLkA6f18qenxEeMPcAtRuQAc8Po5Wi99LA8Af,J8KjjCn5E92YjziCFYK9ZWicDmxu9QB34S8PSkGTJJoj,'2702702702.7027'
BiEXHzcCgTgMLEPWVMJqCT38z1V1Xo3oxc7qxp2bUDUZ,CwhdjGMvjR2MtmiEQD6TRTh64xKnPKaWTTVVKubkv2BR,'2702702702.7027'
2xGBf6K9BcBLtS7Wa4ZnjXdXRAUoNTaGJXWtm8EQvAwk,HXrhXwsCyqws7mUPhCNWXBYo9fRpbvhuDDNyS7qdyzDX,'2702702702.7027'
3EE54x2rTaBr1X3iAeed7Z1ExaGGVhM1AZqa2jnnn6HF,BmjTbVAtm1RdVFMuxirQkt3YMHAGRWq6EeV7UsRTdjyt,'2702702702.7027'
HsHxaSN35ma1CHic4DAEkamdzfZrNhTgUK6JkhMpMreH,joM6ed8nS7Sz9qjh587mBZ5ugGsHpCXr874HwFBuwoe,'2702702702.7027'
8A3uhtyWqLYyv9ZaUeB3QBhyLTKQRH8rPjYdQ5pv2iEi,2nUYdPQ4jus5RMU8LT2AAguKYZ6pYUakDJwocf4rtmaf,'2702702702.7027'
7Xd1GmrFMDnpejLeDVhQkEXgB1K18qez6Zho6LYoY4KZ,9PMh1dongbNNrXZaENnR7tJMmhYvmUBUxiUj7mFQGwTe,'2702702702.7027'
65yMRFJqpFpDuB4oimVhw8Cq34aPQwT1w7JTTcS2skNR,5M5qnGZzPK5QzCA9shzyRXxm75LxVFPz2EiDRkaEyxhE,'2702702702.7027'
AumrH8CKDPJ1rNzY2ySufwmvDGmhmtJuPFFRvgS5DJ8r,9wgXaiRto31h4jjXpMP5goZdZncRnzc8ppZczxAg3ZHq,'2702702702.7027'
EsWhiGGeKk3kjCKcEGQcr4KTksXMRyW8Zezz2ADfMpAT,CcALjJhwKkH35BSEQVXHM9c7xSFbgztcUxskcbxDbQyB,'2702702702.7027'
AKNiCxMsY4PLrNJPpfuuKjcFVQjAVSn5jGZtTYqNFvSk,777roTDHzhyVC1VkZ7KEqubH2ZPv9bjj4DkCA8wRoDWR,'2702702702.7027'
8fV8SBtc9XeFgzReDRRpZ5qv5kpc5992LQv1nPV9LB6S,BkXQfcRdBxbnJQEGPSvLYsNj4kPe11s2aZBSdqCtP5xe,'2702702702.7027'
8t3RweAQn15tP7MeVpCgjBpi9Fkekccg8YK8dWBkebdQ,22aJ8D5T5nhGukjMwhU7spoJmRckC9hETedvLbMf2NKx,'2702702702.7027'
666QQiRTTV12CdKYtSdU8447zNvXit3dx2EE53xHky2B,6r9ZM9BTCRCMp4etMpLDhvQ6GBn3P8LDJgSMa3NeVWYD,'2702702702.7027'
HY7QcMETxpw2CpLRKPCSKYrZacL6kX8FiK29RsCye2kE,C2vHG9MH7fww4rd2SfCg28Ke6Mg5SvXcTPPs2w3yJ2ov,'2702702702.7027'
GuiU6MpLahPHSHYcsfSRjwLUm1AtZ9zP2eiLAkJMBjg,7fg1xyAt8konCAUfvHm8DBa8BF1C2HGt3b7mBigAdZZB,'2702702702.7027'
9oftrJzkLgreK2LJkK7hk5K9gBvEUdaGEmesVT4uyNer,FPYNFWts4nZAKYxTp4MapjV96uPxKAZUMqzbMFVWHVHq,'2702702702.7027'
tk5Q6GVE8DCHudNJTieMndJa3ch6NuBarChv5pvGTc4,5jJkazYi6Bt1BFerP78ge9yxBQioBX5M9H8ejgkoeK2t,'2702702702.7027'
BQVsRB9iss6563BieMtq7Tt2cccf9s5iZM7cirq1CXbf,9ES8LHxL943GoiXeDJFWH91MwA6xPTwdS7zcenQA6sME,'2702702702.7027'
HDqg9phPLUueMCT7uV9C8QETX3SrY7AerhZqjQ2k6DgQ,5bjnqJc86iedUCzmvVRUHbUTbhqjVVfmHiKVg4m9D6Ak,'2702702702.7027'
EDMGEpKKGKS7nxpu1gjLmuHHWAmvLNy3BZWDxNC3nhAt,B9HZ8yV5t1VoqCnbintpXMwJtKYiKxiYmioGMS1BGSib,'2702702702.7027'
8tajVcnt7K2aodazHPqUPWRQjn1PzpyyyotDJnnB978a,MTMLVm5z61mCN5xcbWHheL9VH2KSNYw5HvVwZw175v6,'2702702702.7027'
FfGZq6Q6zGaLjuRZFyEN6ZTKC2bn9virsHzrkvM1ysgz,4ZiSzm8HAQDA1tUgK4ZwNLXKZxkJFrzsH8PiHzctpUzq,'2702702702.7027'
7TakRZbF1aaT5gF4ZXWR2AujAwKij7tRzBiaiEBNpKQf,HsbPoaTRJNWb94GDbpjXdzMRHfpxZsCu7mEjgjtQEMvQ,'2702702702.7027'
7Yh7wVHhAcQuYGRSR31CYPKRyapRbMDr7pESoXoFPNLm,8VyHCaVerXEqdTP7G3TZo8oTdM9MGEGBk1aZVpLHUSom,'2702702702.7027'
61qScVfnq5FrViSu5jJFkm5znesrus9khSNWzcAMirFh,9frQbis2hQbF1esi7aMowDd5nxTd7NZgJG1mMAdJAgcd,'2702702702.7027'
2Xz8eNf2KJ8D6voJYqJhLBExFpReWvmCKipShB2yeqmW,H32zkzSdKkpQCLVMwroijY1EN9uyCK5j586tcUpKhPrk,'2702702702.7027'
77zm59MYQJVE64WWkgn92xu9P8KpkwZ5NFHvwFxVkX9L,5mSGb4CCxWc6iqtpkmTbqvkhJW6vfEM6YtNU2P9pU4Lp,'2702702702.7027'
9pZ2QkoHqEUt16AFttkv1xrVZvVBDxg5d5cJ4hy7zJQr,7SPZZHq6A8vM24mx4FrkQf1GqRub2qSpqoE21e4pWiqd,'2702702702.7027'
DzwJe5GNGPMkSkkUPQP8rrYwPkLkS2CuRLLLjtk7d98G,DvD4Vk7k5Q9Vkk8tW2TpNP3w9kY2EyGbWg1F5GSNrP5C,'2702702702.7027'
5nJZmnT27MJfNqRB8gB8dgLVMu7dZrJiQ7Port2dcB95,34wVkz8jLASkqHdjmm2UbUy1jGsK1VWCTmu5SEbDWZ1j,'2702702702.7027'
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,Coaopy3XsaRkgxUYysvhKNNRtdJFBtKTAHP5fsPQyUvc,'2702702702.7027'
8Cz1Ld1qjud8ZwSJguuWbxJtNoUTxLAEssFxCexdzH5x,x1QzHpHXpyBjazboXWWvRRLruNqSEYvguHNoqyZHRwG,'2702702702.7027'
C8eZzppWBPFieBpyoQ3oCAmpkL9ZX2qkkQiUBxf1822p,Ad4qdiaQZVPcJBkLfLJ7A7rDQpAgF9nZJmsYgdKridFX,'2702702702.7027'
EeRY8RfMkqwvhDnWWRj1FjcVGR2w2bHwVHLhEekiZX4Y,4yCKJ5Lnm766iKM4RKmQi5AJvnHPgDNAqUnCMSim2Sfa,'2702702702.7027'
DpVZEjdXgnb9jAMzzf4otGXLe378XkpuE75skNS1UM2D,CfSqHrVcmcQQYx2wR7kjSdo3hhT3wxXD8tA9KVdhUeYF,'2702702702.7027'
7vuBWztwedrB4s6LKH47aghAkWRgSUczggqhL1ohyzw7,6BiDkraAr5cR54W8WgZUtKjLuyT4ZoZi93JCzFoATTou,'2702702702.7027'
C9Azhh87saDj884qmcpKhiewN2doby47sKb4hXG3Z9x6,HcQAxGwfbpyhPBZcKmLHB33XzqfJ7x7eZTCVqbYyghkm,'2702702702.7027'
9rPwpfktcEbd2C13eBuvLqgTupsFqgnviZvgVJHeAGdC,AnRhJh3qFBUJTXkNf31nAffbeKmYEqaaKBtEVx2rayKc,'2702702702.7027'
BB8h9FnHas8csrPxgPZBP8vv9JEYbwHdkcmt1QkjvmSJ,FgC7MYwNSfAeiUis19e2BV8A1E9pSoS5DGubfjMM6UNG,'2702702702.7027'
3XmgTpc3bndpMdksjoN7jtd6nWsCvm6gSoJvTcySxCEP,AzLyVUtgdqq4X2AUyEouacJWZaK5KTpqQW9oQTR7uKQB,'2702702702.7027'
HJZ9B8AKtEm2FzShvjGb4miTEidxHvpBZD4cUv36skUR,78M9za2FjNAFNo9wU3ii97JyHdSCJ9pRerGAy7LdUbT5,'2702702702.7027'
6i7fpcn3AZ3dEkaRfhWxzyqeFh8gjd2ABckSaDisiQXB,9pdHPafg5AsELJHfe61SYMiw4rRUoJtWReH6YuKkpTBp,'2702702702.7027'
8fcrJSJ9yGjBNHyDHvGQLEHmqFSXweGiLkZ16eZocpHi,JUgfxiiyypwrE5Lwe9ZFzZEx1iCkT1rEoQLc8pBbWo5,'2702702702.7027'
6QDTf8DXH8G6bi4mAKu2ZD4qztpmDfbLQ1vtpFCKcB8i,EzTft1FFc2vxB1zSHpNyKN6ujJ3FE5KsH7nk3E798pq8,'2702702702.7027'
DoVNdgpdv7MVJTmkjsuhK8cb5sVV7HgAG8wWn1Q1UzVt,FELTa4TwoaUKYynq9QgmYb4Uoz5LyDErPjrC28Xpa5uA,'2702702702.7027'
F6Ubw9MAcoSyVwNpacgPuMxBdt77ZhJwpDCizQcjvY7P,3V5Nz3AeBDPyN9yKPtGowmcK3yPYyDLoY4auBCZ5QqrE,'2702702702.7027'
FJ4pJpP9k25ZP9nS2mFJs3sY7FLZ18KT2s7bu4AkPq93,4CQMDSwZJEsM8rbNcjFsNiRU5eUHQQwXSpQThTFB6nW9,'2702702702.7027'
FYX8qpzTf1pRCjcEXajCdcnrXTy5ARV1MMxk3zo5Gtwg,He7LeEJB13SjoQaATe3kc9sNdMJY7MhqFhievM3BTjPE,'2702702702.7027'
Cy5wuK37GqBLySrUWuopLRqNzhEHXYNCEbkLz2e1oUhS,HhbzAzv1kJkoch4Z7ARt3h5LcDzmDe1byknbwohFcNnd,'2702702702.7027'
CvP4FJd6WLXnwxAJJGw6fGJs3jL1hZv5Mv3s8id1EnWg,6NrtdWBXj3CDRDeoGfPs6u9g6EmvCXEPkYExRG28UKzq,'2702702702.7027'
954XptYWf1CDE8D2LihtxqHYTLT5fi2vfisJ8bn4YZKL,CXEPSVwbbNGCVw5VW8qGKpQnYBELyVRiBzAjPrDzvjWf,'2702702702.7027'
GF6vcur3q4fznB7Tq4RyNxTXGUAJmEzJaQzCTbrxDPpB,2vZjCXaA3yj5VJJk2giBgeBR6mePW8a7bMn1ELrx4D6s,'2702702702.7027'
CAsrcKoAskR13PL5HAKt7YmTLxa8KjyYE416NgtQPCL2,4FomdAGAiKxMLiu13wdwuCsR1abwvSuCnktyoiGmPw1K,'2702702702.7027'
CkZpusjrnYgAF9iTPjmwfQdpapJHNvjEi1tuZz1M2ZFz,CpD6wppiPshBdwbSCv22SMY1tBzihpypLBpKeuKyvz53,'2702702702.7027'
42E7TxotYUpMUHCEt5VtQJMtbLAjgRvjmaujxVhWgJf2,Hz512tAcZHFaSr5prGX2N2Ytemsm3CLb9rg2jn6bDH7U,'2702702702.7027'
4LoW7VQetMjPx4qwDWyg2UXutLmRkjfYuvDAU2H4Lzrd,2EzyMeLhncf4i6mDUHuVByFXGv9tLfZV6hhC91HFYM4t,'2702702702.7027'
4fY1CSqGBKCkXjhmzjtNgKBxVnVv6anrGfEY9Avey2cc,8CKc5q4uJu51g9fzz3MwkqgETiij98ozoJaPfw3tC5eQ,'2702702702.7027'
CL8qh5exiA1VCwMHvmrtwdPDJEbJksHsmnawjfBhDYNx,BE2wXfMxozakcoo5YJHhWhpoMh2NmjzKm4nxJWy6VLSp,'2702702702.7027'
WwJHGksVMxBAQeceCcdnssUX8t6is9rVcg5Q9Uw5iJQ,fCge3GFDL2NZgVUrbaHSu1h5QVbULQGwEZZWUAe4xd9,'2702702702.7027'
CQVqNBfn7n4qirvVnuhPPLydHLSmnEtpjKCt4Wk4NNam,EXe7wfJQbBB7fQx252pa4PeNxGpSVaowcJNosic59PWP,'2702702702.7027'
7Tfd7n2CDE6MUoM2Ajx4djiP7UoEbaV8L8fpBXePwFMG,72j2LD2TABmStoPxckSeDpCQqhcMZy5p1CtxMLDKNm3u,'2702702702.7027'
9xaQ3jPuaRC5KaNkov7Lw6Bq1gKjRp4wD67v6pK1MdK1,2uxDGRYzKgiAf53eHxwmTkHdzZov9tVYUnTiCK4pG2ST,'2702702702.7027'
C8xiEMHN5BTRcJtbMrdB5y9YV5UvYYELXj598LpenR2Z,HQNH5PNW8uh7cfRajU9RChZL65s1RAthgYFwykA5wE5F,'2702702702.7027'
CVk5HL6uL61TAQFW5GBR92YGp2hBGGkdcrLZEqZfddFS,BZqndSVen5GTKnVrmadkLEyG2nv6bJVYsqvodggbbr8f,'2702702702.7027'
42CLao6BYdspiC8JJEFaSEvJHLEM7tuPqXvUgyBauXHo,4MLtuj1rsjZVzkFzcfe9Wg8LdkPJ1HgnmUCWt7pUDCPh,'2702702702.7027'
5c2mouF3y13kNqBVkuXPKiw26zWvevEf1GCCKuAtsDR2,6Nt9juZpse2rZEWh2YNi2UeVWZxZHpXrrGx1uUFsGmmY,'2702702702.7027'
BB4LiEQaB6ehgoMyWaFDjDS3b4eKRmuaYTihwYN4SejE,E2x43kQ4w2rdEiWRJDyoibq13Y783QTHUYu1tzni4xkG,'2702702702.7027'
FQeVt48uMwcD6Mk15ZGtX87KDGyZs1C6P5DRA14MfReC,78TTJ14gnxHLQ2sDdB2RxgmKeo5DBS2n44AMW9C6Q6yL,'2702702702.7027'
5wV6jc6wjuSiZ7izUJaCxSBcRRn9SBfXCfG5YdwpqZNW,2kanPgUbi2QPzKaE4JtvVoMDdybEXcuh1DFyTTatnn7H,'2702702702.7027'
9PExz3cnr8XVicg51Fyhq2QWtWq2QfTaSXZYf5NXFUaM,Hm29q55DJrkYd6KPvWmMbqFp7oS5iiFmHd9ZcEH3mewq,'2702702702.7027'
DUELLrBB96snTu3Wn3Cjyj7s2pRRqiG5LpPCC1fmw2Wm,E4JNUcNJtKGZ34ACtXTyRyazt9tXtEwzofsbZS18RcPQ,'2702702702.7027'
JB751zosMdrE1eFPMMJvAFS5fsehmaYs5PshUvACBU8v,2K8pFBmtdb23sD7BXonghumrsZWau9yLeTxwuYC7cvLm,'2702702702.7027'
FV7rEvuwLv1BNhTU6Woki7ompRwWa1615CzEBoYobW2C,4vKPUu3VLwEZxQedZU5TxRcbe1mrQXcaVn79ULZ6nHM6,'2702702702.7027'
GuqV9fpr4jgYoPsjq14pSsKTQGmqc6i8JRjxuZukqC7M,4eEJZ1sWCf5HmLvkkeQUQoU1RLWc9Uvui5zvppSSbgRx,'2702702702.7027'
3UXL4Rz9zY9jTyr5S7XaFgcoAsqEyaN3Gm6mBhPpkCDE,4dHpUeXFg4AzziFSVX3S5KSj2ZP3Ta6gH2mQY4goVRYa,'2702702702.7027'
4ALggGTdHU45Ka2fvY2dB6potoSGgoBFpUdrjMykFs5D,5ikUspYnH9CC7oWrpUmjkKBBX14d2TZktgF6PeMi5AAm,'2702702702.7027'
BbZk1S6xPqNuxD1iWyvRLoaUopERA4ked1dL5z4PdRjR,FFNbMVzrYvvpYYNH9K9F8gXqT8ZhTH2wYyoDz5AE3CPg,'2702702702.7027'
4U45dnYJDLepMzfo5H6WoFCewBFKMFbFPHVwf31V3zJ3,973ZCY2Zy1ipPfpFPhr48sqWQtU8gAqFoR4jrQpLY2ke,'2702702702.7027'
4LPSG3SNpQeEYZrPJ4hiexkrdjoUqvqnAFxXamzcDus3,EapRJyitM8qgLxKwjMafBHfLuVHrNqHaf1R3vW9YmTUp,'2702702702.7027'
7wDvZdrx4GMy84nYhRbutSEXNyuaCHYCFsU2H8ohg2Nt,8BEZxWk1Fu6DQ71gWySV3vTf4SCANZsEtvNEQEo2ZqE3,'2702702702.7027'
4hy4HnnxLD3nBihKPzDQSZpADSS3RjEHBdnTeg2U6L29,79RshBr6bXojvh4jW7Axg7tAg8JA1hZLdRCpA4Z1zoRb,'2702702702.7027'
FtYPGgpMuc25Hcb2xq4Fkon6FzNLcjfqskCNmCCcRPdP,7E7Ni9rVBLNm6txTqmwtVB89pydSAHV6gjgPDLbn1JdP,'2702702702.7027'
8QQFKnhjct3p3ZFeZpnNM6wUpScCBTyn9WvN74VyrLDK,BN9xqq1cdmGdHeDWxZY63PpJgKwsCjtL2ajQ3eqhM91S,'2702702702.7027'
5nM1CTQwKXFZo5yJYC8J1pgj32JW6Fx8DpQAtPZ8aiLw,4y8kszgbwXp4WgbYzh2NKTari35kNyeoYTtgcn8mkAwy,'2702702702.7027'
7WNRBicA8MmZ5U7gnKZ6FhgVwZrfa915zZ8QS8vYL2sj,Gp147noJP6RKAD51sdzZYJXELSCBLy62zTRdCea6ZoXN,'2702702702.7027'
DAYThvJNJZZZqzJTR2dwXnrvFUzp6sxCTkvSvGPYC5cB,J95wsRhuL9Z4HtPnEv5aJVmNM6xgd83W15Tvp2nVDcRe,'2702702702.7027'
6GP5H1E49375C8SZmBc5QKvBKesGbiviv9xDGJtdaWqd,4PHbAV1iy12pZdaRt9xpqtKDjnSDL8U1wcDm8c5E4jNy,'2702702702.7027'
2FENZxXc4JXzAz5bRQRWheP33oYizL2WhzVU8hL7yAGo,FSN1xtiDrUSymcyYxW6nQUnpBoKVfbFSJsfQwtfZJsp8,'2702702702.7027'
BNoNETrpcGLYoGvpRyD2GWFc8C1iaiCQVKBowu6uFbgz,BaK49JXLg6HwTCMrGm9aL78aqXLM95Cx62GQKaFTMjMN,'2702702702.7027'
DnBHGsyQYnxm5MD7CPJJ2xi7R9hmQLpRQerHNppddBHw,H7B71X1MA2XQEj5y64UjziMXs1KJ6QLnu2iFDnxAtBQo,'2702702702.7027'
GWt2aCX63BQVZmiKBaSohW9uv89Qb2aR3QNSouFVXN1b,4dyGwmPNeTzodv8a47ktjNRfscwniZoc6kUD9exXhVbo,'2702702702.7027'
CG7MLByEC26xijzGeVNwU1A5cdjQER8JrryoLkP7DBR1,2Wxih2RCCnYVRdKb5HmBoH6UjcLUMxGYKMLqvFfyS5Cc,'2702702702.7027'
FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,61tcCeHiQ9nwcY3kabBjhQnead3vzmy3QTmcoKMnEh8Z,'2702702702.7027'
12FrZDWfUorNu1Gb6Mu1MwWeBzK1FEYyiXTeXkxkS9rt,ApGEvA9gjer8mJ7J5rqaKNtYgRJkBonzXFNj22sAnfQv,'2702702702.7027'
5FF7oHV9fEkxdiHFsW7iGCewxsxBTjyeDRw7jpuUqCs1,HX12tu6vtqfR83XhgBnHzM2qgNXK61S5tXKtAb1Duqce,'2702702702.7027'
9RDVFcTu3fXMjYN9fSTrnzSrJevtQai3vFD46CKoWftM,Hgypar3X3WPzKmdVL3dtH4dffvk6k2SsT37RmjJhu97s,'2702702702.7027'
3dMNK69BUDoWzyBCwy1656YRsbdFFUjvc2KftaDuym1e,CCJb5gLgrLvKLEHHNRXovvXXPC19DY5Cg2UnoNFcLRuw,'2702702702.7027'
4yh3xdWo9SmKd2CvPPWpMJX5Cyf74cWhrRUhZcnRa2ji,DdNVzPjyPGQKJ49AeaG5or6y9rN1fJLQrrYs59kJhv9R,'2702702702.7027'
5cJN1VXRtx4Jt45HLFQU7gh9UdX2GyKioHXpcy56PuRg,63MuivKUGAEW63jc9UVa4zKqfDBMerMk8CsVP4h3nGoy,'2702702702.7027'
37EHcvVTR5zSzQ3oSqmm3TqasAfvBnujf1NTUrRQrnt5,84nkggp5qcvgpipewhocekcy86LRacTZ9kUaxedTmVUR,'2702702702.7027'
BGpLBEHn4fxkrf7ttYzXjoWsfxYTNsySXqhAevGRUisr,GcwiEyn9fMzpebsA4Tsqod2ZEaYab2hrop2BPnXER1uH,'2702702702.7027'
7KQLkMsidkaRS792AZZBJMAWXsQ2xXhvBdHSBD8QdbiD,CximNuLY39igJZsoh6pNhdjkjRKCgzxgJHNkXKsvSdBL,'2702702702.7027'
7sDZ8PBtxrmGyw168f369AfaGoHWQvbDXthZrv6ko7st,DYwVy7aW4yS6R1p9nCox8uACa6niRwgrxQWjWSv7VvWZ,'2702702702.7027'
FDLa7fLeEBQLaCCpnat6rdibweMfXYaosJavmnnFKY6F,4EX9R5GyJgxeesPbBiSJDdde7whSck3Q6H4cmWPeCEEe,'2702702702.7027'
H7G6jdWDXhGfyQanrc9gCRZwHk6j1WegEP6UY9pfNjqw,d3KieZCtfZUxP8g1t3uVXBLYP83r1ty2McUYTyasAv7,'2702702702.7027'
6pezEfghUEVtMvhDkGMPNwRhmauTrJsfGMEeg7Cddsub,A6Ky5UaW31Ygqnr3UCKxDy5d9UPXn3yeZfG6WAVMj4V4,'2702702702.7027'
BocfAhahoEiV1CbM3TMEX4jusxBtyc13Akj7XBiAuPf9,B14khYKVejrE8hxFTSG9QVmCHXGpN49ssVSz8nMVFtzm,'2702702702.7027'
33rDCiL5AtAEZGiGdkc4VhY9xxnbk9RiyUQNmNRf5wV8,FxuynweVKdbAFzV8DhAQBBt3y5t8GLBDXz8Px1uXE6ys,'2702702702.7027'
AnrGXp8vV6G4QTM3THx1kAicCprMARcQJonFCMMiycFw,Ft8nS3DU9gohuHwhSgKW6D9XtYWp2FctCwcC2Wm7RkBe,'2702702702.7027'
DyBMTRZnMAtiL6Vg8pRn2pyYBDfMoEUzMjLsorzhi6HN,7JWeyRaSTphRHbRaMNiBeRAvC7hStnVLheH8ueZo5vqg,'2702702702.7027'
4XQBDWgu2qJYJH4zD8SM8pkCCDeTMwexF3GqXJAikiTW,981AnwU982TXMjbsMw62Nxvqn7LVSZQJd9YSXJPB6uem,'2702702702.7027'
5ZqZjc6QXJBVEdax95ajwUsJU73ncAMPGSZQvdbMKm83,3275jLNunsR13QpAUWppw6fKfE4UqGZtywFnonLpJaKi,'2702702702.7027'
zhnzwokjijGiSVZXzBkCRtxKE7BjS6RHESr1Z1hpHvn,14fgigPYP1ipdtmASUG8rJG252kXWQm6QG15VuhFBXVq,'2702702702.7027'
CxidVpBnH4492AepfEf16w5uyY2wontZmUHKcSLn5ube,FkgNtEj3qSGACDP9bG1pggrHGEeiht6tgB7XX1UokJWU,'2702702702.7027'
Awt12BiNahAuhmP6zxfZzBrTfh95cAwZBS3i28kmECYK,CKTY8GVyx8ujm5ZiwbtbxLRVBQhctBz49YyYAtXqff7X,'2702702702.7027'
9r6Cf9tGmoM6aTkFxSTWf89iqEszMHh9uGWiuych7aie,8TRHmdukbzrekMXxieYTLwt2n4CmJuyUdrAHP3a7Xtsh,'2702702702.7027'
7Ng9LuJtuSLXaVnLC4dgHAiq6RpPUd75FCX4m2uvmoQA,5A3hjfEQRUXAhdjJAm9SSsjvcA3ManfnJzio1vtv1xKr,'2702702702.7027'
D8dj4rKnut7P9c8TUC1jT1pVk8KoLM22vmY1WysU1S5,6Q4vpsNvHoWjvXfoTpozBADjTJu1qnHgt2iMtQ5bRqeC,'2702702702.7027'
D3Amj6CHsqqB1ckx7XYhsFtZq2vN4nhsYRszDKiRJLmE,3eXHPadsDt3C8jsM2hDhhhDCGbtVZATvGdEHPmd9ggfy,'2702702702.7027'
HKNJKtAfdEiDmHdNjWZvoq17tc7PsqhUvLXiRYr8vg3G,8AX5CqyL2QxLTEUhu7gpGdhxB94kVMSjAn1E1Wpwcffp,'2702702702.7027'
