Total oos: 16794
Total Jupiter OOs 14057

owner,oo,amount
4KXjMgiXzSribkvLAJjKKJcQDEeVygPDaZEgcNjEF7Qw,3j6FD8VNB2Vkjbkn3UU2RXJvFwsQEDsuwNY2XTn3f9Zo,'2702702702.7027'
6hyuGqKQyhAEipjtaquiNHfd1dVjrNT3FzzanXurbK4W,6evs5FKngrNJ5TA6kqLe9wZvN3vXZsL6xzzYm6EjRk5S,'2702702702.7027'
8z2vfvhdnwuZ49V8SKAT36PpJKsDKeUYf7JhBW5h7gpA,29mikr3rTQoPcEoeFiY7hocP54e5Kq76Tp9jDbE4b1KB,'2702702702.7027'
CxBo3ahnWYLfxgdrXBV3jzu9mf6HnYt8uNfq7nc53fBh,AGE4TqsQeTEGwbLx8LBG8p4nJ8TypJfbgvYLrxq3aTud,'2702702702.7027'
C2BHTdsh4Ebd4zczM7x7xbaTMWLgq2uLMjPphRACaNo7,FQtX27VZ3uk22uaQ5q1Xiz2oMFjnh8EAceQnrJDFVyzF,'2702702702.7027'
H6uhkNstMRG38VsTjUNRJEZbVHxHqh4cVoM38UuSh9Hn,4RX6FVo7tY9hcghHwyQ6xDDpRXbbPZ5RdWHmbTmxVEdy,'2702702702.7027'
GuiU6MpLahPHSHYcsfSRjwLUm1AtZ9zP2eiLAkJMBjg,7ekYZXp76Jdg8xXLgiHDK7gfkKJ7nkRPFjBoZKPPPomM,'2702702702.7027'
7VbJtHHG5As4Xtjw9KLkyQqu4HnvLFSAZzQ9QeeyCGZk,CmhXXrBhQckHDK7xqY5PKPL1qtYKzS1Xspd1qRsdvpHq,'2702702702.7027'
HQdfvZQtRTmyQKftw89qdGkN7qq33JJPdMDK4eiyr57a,GzCsze9FkVCsTH2F2DbNNw5nmEo95J4WED8hdCfHp639,'2702702702.7027'
3PBUUkXgbPJ8Df2ZudjE5D9fTi4Tn2JkCYEA4gjyoQmo,Fg2mw6NWi8uaNfAZTyT3g4ttreosXDBVkgqXjH7KAwMz,'2702702702.7027'
2PZzGMV7yJV2xc584GhmEpVzqJUcBZJNDLyzy95aUEdF,96aJVjyuYjwZxsNtidNuQAFMEEYxfbxpRQGRcRE91Wsc,'2702702702.7027'
7Z2HmQ9GAcc6SZ4sxdjpHMgB4TAvS5uWSXyREE7n1nhy,GKWJQcwU7uRcbnoZB5LNNp3EhHbp5gHMzhcHnitvQcK1,'2702702702.7027'
DE1CsrKi3Zcpv9CghkwNwvQcicQ3cxkwt1XF5nrUcmLi,9Xp7KVHjefpYUVcC9tNB6tSLoLcQyaBmuQgTVcDJY8C6,'2702702702.7027'
9GU2h7gQXrxS6WiCQCpJfhq5caeWaiEWFdExVD5Xd5DQ,2DiKTFcmPF7Ssnf4UeYDwBW4tKEXJD2UCEnQ6MdyJvof,'2702702702.7027'
2Fdq1EYxGMfoiPScXpUHQtGypsC9KcFY79KF7uRXJZdZ,8eX952nMa181gkA13vsK3eZJBTc7CuEzwcZ9zsSvW15D,'2702702702.7027'
B21oTRzqWNLwfamqaGu9nNfqkdNxsEqgZbrsRWDCzf9q,HRsH3PwYMys4brRodwj9yD6y3Ks2P7bWC3n9qMM4ZVcx,'2702702702.7027'
36f3xZf6BDzEJvKeXGCodvDAf9GbfYm3LbfLYX4zEXN9,Hp28wAnPyr4ZojngpyJNeuY6vzKCghZCgSid97hw8tPL,'2702702702.7027'
9VRo4V2WtXqTpjBKzb1LfGEsVbAvsp7PApacw23Mj8Vs,6SiDUsznDMkshLvwipv8DjmCztchanSTZpJUo1cAiqXp,'2702702702.7027'
E4NvCB4HgpXwksS3u7ykMYKdKwDPudmKTtxsxaEUyUM8,6rNeSj5X1cDaseq7JBL7Xc5XdftXZkky8WfeNAbxdKbc,'2702702702.7027'
AtjkBwbC6fy9kmKUU4wqFkj4dcudear4fGgVCtomDYoG,uKdp9Un9PRc62Qk4aUpBUnHQFbKNbvR8cLHhvB9dnQc,'2702702702.7027'
E1vrvjMEYf3c6YpEr1Nxak9eX1nT5FVf95JfRSoYTWQ,E4JJQtWX1WUH9z7iidqbtXMGvogyQWoPeaFJ2zo6b3us,'2702702702.7027'
jjjG2Q1GWz7uyfSkoTikBBSwFgsVFXWgcJvaGfZcDyW,AEBmGNRqfSBgxdvXFRZ71ti4WRtsEojHHqSiDDUpgWtv,'2702702702.7027'
BhsjZ53LfL7atW2GAXMj4gQ2bs6iBRM7Cx5wrpBBi5vS,BQScQUTCJYvqx8piXELxWmCyznLwaKGa8Y5Kb3G65atz,'2702702702.7027'
C5jUduJgDTp4jDbmRnQtY8CgTSprPH8u21tcLP6uXmVV,GFdseQaMZvkAcNkbnP8Af4YiSbabLSeyG8pW1kkmrqYL,'2702702702.7027'
46rJrRtR6FpKWSGR1XvorA3Q938Fq7UY1J1GsH2pJp6n,4yPtuxJzoE8omei9W2vMjxwpGf7N93ggDEnB8EBQ3pAw,'2702702702.7027'
67vLUaJqSKGTZgcexNpgiukeBBLmJYxL6DYz1sXyv7EJ,7CY7gTAnqHmox5SjVMayc83L6PV5yF2PCTga8XSijkMv,'2702702702.7027'
Fo9CGi4oVcZSXvKYXXfqJTLDfuonFcvWFQzdEKF41rde,3WHBnsmqsWDfC8HPT1JKJ2jyqpTfL4EtFHJcX1uh3fec,'2702702702.7027'
DGaW4t3UJNNk4D4TpzEoKo9uct82vj5v5vNeBAb5a6Q2,GfYK3Q5GjThS5qFTrgkNmTfXnTQiiNTxxK7WVyUzPJjn,'2702702702.7027'
7Dbxh8UJ2Gh2swmsRFg6e2L8vHnaV498SthJt4E6VLx6,4FR5YZ6J5AEdreTNKKWyDu7GoDjWYdB6nLz7EjXQ7Hiv,'2702702702.7027'
3KbVfUxtEy4Mo9vFcNR62qGEPA5Uf11iSZ1K1iD46Ptj,CenvGMrqjJcrXgBLdnh28BKDM3TSgLbwcTxU1cdRFnXy,'2702702702.7027'
78RqjjpytPqf94zS1BQe9Q81K2YEnD2ZxTXUnfru81iy,44JxADbesD4m8vLqM6eo61BorV8LxX3XpFFgYBeQUZUz,'2702702702.7027'
GncXxzx1uqzXkqaTwmrfjmiqybK6AijQeKGm71UpG6Xu,84CvgS45QUsUSZwLR11VH97ZsgvWqUkWoZSP8skYWs97,'2702702702.7027'
1d4ArF6xNWQYUsdKqucuyAo4Kaw8q1VRHKUqnCjMyoA,EuycerRKzDGdS3Nd9Y5UKHLevNqnq7HC8XTSRoTGutnB,'2702702702.7027'
69UzTNo9Cvw6RRp5jQJiWQZD9t8TBCKQqBw5BFXt8kjA,6kByUMpYpa6yAMBuwXZ8Kr8KzcB9njhcmaBhRVyUKemc,'2702702702.7027'
9zDeyRXQqiNAULyT3757JyGSyQ8Bsm2eSFpThLzrcfdV,FiA2d3XCLHC9HjQJ5qArZ5c5FZz6Y57uYwZijooFodm8,'2702702702.7027'
JDbSsa5Srn64tsDAkmcucbZMLZtivTSPNcobn1SYyBGS,EWzNM5i1UKr9eqkkpCBpkE6gckdsWve4tNJrR8VobxN9,'2702702702.7027'
ChN7ks5ox6eHJeVdqx4JrfCzupxiytgwGT4eoBzRtySN,HwS2MpY2FGK2SkrS5bb2W4BUCisXx2HEALCixSgp5rJ3,'2702702702.7027'
CDgbhX61QFADQAeeYKP5BQ7nnzDyMkkR3NEhYF2ETn1k,G518fJ3atxPyLavzUJYT9Rbv1EKJxJt5dj93bsXq9anN,'2702702702.7027'
AqzWGRF5HP16tugJbBi2WnXurNPLog2RTspJdHBmg1Bo,CBgDv8Z3KBD4h4tUCoc2dAJxQzDVCREtjEedGu9HqnWx,'2702702702.7027'
RYJoLao9nRzSPcQD4krQvkq47Uh29HazfHfMxyfW7YF,4ze8AFuRMjqeEmZGziAeWzpCfN2WC2NpZ9pFMDgA6RpM,'2702702702.7027'
DE9QHkXhiuzMAn79uycTuqABsX6LvthLALqnuFYStuX2,FMoLFmDWbGL5kRnXJTt5hgqLsi2XF3AuBnicVcawPyxY,'2702702702.7027'
CECGrb4nuFGHnf8wtZQtqvU1uCBhZKgCUzytu9osXvGH,2UWNYVz2QTqZhYtkLTe3DRWS6GkuXFtQ8C45XjxPwmwS,'2702702702.7027'
6ApmMQmHGVYLcSg6uv8dWLy7gpUdh3mhKjcTVGKawTQ9,Ge7WcGy7fuiC4VAZeaezToaijnHTxkmVAFGpWrVfqABc,'2702702702.7027'
DQhRzjAx6eWZ44QKSXh5zZrqUNvzeNzjLwwMtJzDZT4j,E3HEEXckcxoWffdh4B4uRxCT2c4ym5wEq3H2KgnsJS28,'2702702702.7027'
CXUT4EUDXYHWjZG3zY6nskkByt5gQkEm4XtBvYJesTjM,4tDvMY6LXRdYz2GM8Q7vMkuzDg2xnTJJbsD3k2PGHUJT,'2702702702.7027'
91GBiM6pBxVsANodJd4nGjnKBDE8XRJbcvQD9C1Phpyb,EymVf6bqffA1mF6V1qNw6SRcrRPdZGiAMVGXmfUuzMe8,'2702702702.7027'
6kE6ZPbxeAED74tZKRW3BQiwPavErsSNxcsPKhRota89,3BVJRGnkXVigMFF7JgTxZ84kb3UHe66skD4JQHfKDvER,'2702702702.7027'
2f9L7nBo8zpjndnozCfbSgNotNTjwezx8D3NYW6sFeEV,3uUUg3Z8wqcrgJhVjCbcd5d2oRe7JbdBoYdVfmEGc11f,'2702702702.7027'
ABKQr6LRPnc9WsMtEzM8VHmKeb1jw5vjKAtZWxfbFcD5,EDv1tmoXGZoCd53YxnmbHfiGsZ9tV6pTQempoR3zfcHS,'2702702702.7027'
6dDgZ7QjirSNQuAj6B6B4fEcXFdrPxBeM7EmitzzrmEk,4m3Ge29ZtJsxAcTxVL8pFRdWYhxN3cnUkbGJec1fRtMe,'2702702702.7027'
CeixL4y7C7WVXZNCPLQg5DiPxMnGoUGJurCkQyp6aiy7,A33qzmYnFhXGwgxoy1y7ACDhtAfKmCfqFg9nKBega7sB,'2702702702.7027'
9LHVXpgKQKvApb5v4VJZMBYaTJ3AbzRFTgRH8nmjjzJq,FQAeZTm1jRiizH9hvxpru1GpHWVnWyCAxv3XE4iqEiBa,'2702702702.7027'
9M2npQrxMmmoeodxw9d1UhAaAXwJD5kuJU6SwnyULTnE,ACaNhtQJTdGBcQDsUF6x5g4rE7NnjGoV6h5iNv74XTSk,'2702702702.7027'
4TGzW24MJGemhH878GTBxSrhZNDRLZ4bX6FkawpXPHq6,XCJiR7zVL8HR912QHDdduVbbGHBHWtfpS2Ywp4C5k7Q,'2702702702.7027'
5SQmghQuGsA3ztPVMYLv26xaMPxyGP27u1kUnUWTSm5m,99x9yCAXr4VNQ6gZYvBpUo9oVJfD3masYqeRg2q1L6kQ,'2702702702.7027'
FwKZAL832abzBZwvTPrVYAGrZPp5H5snVmLqBfyksgoo,21R84Wt4Kr9pheVZnLB1F4bw8RSSa4c8j4wd2NTRCnxk,'2702702702.7027'
8nB1qd6boHhmQQFUMw2SsKnx51pumrEA2sNU1mjuSfNN,YVWiYx9Fko384J4e3PHcAr85Ahc1bBJ4kD9savtdzig,'2702702702.7027'
Bzj6NEpNwXSaLJVSgrRw3DfVMp6F7GmHmjHRA8B2P1FL,6E7SuKfkUPot3T2Q54q42zK3nnkGNagpcvaCQ7xWij6R,'2702702702.7027'
CQE6GAYgu36FUfNMe4FnQdMit8oCGf1fpwPdhFhKyBCh,4tSUzLB9y9uHk22eHJzGPpCWixHYLebCxKrZhvdPe3MW,'2702702702.7027'
ERrKrN5GsgfFHqHunARxzFuNAN97JQHDRJWnhKRxx1SC,8bwo2D8FpqN6g3pR5iLq8soquBWZ3fRpK74iabZrZCvA,'2702702702.7027'
4XfCK7XqkrzTQVoiSueWXx2auxG9YG3vgfafryMFFQ9H,4Scigi5V2XSMAK7FBunZwqzre3cLX2P7wwJUYQZXZJfu,'2702702702.7027'
GueGgggeNaCvkR4eg2PUifNwVi1wNsh9gse5bgTCok76,8t6YRpbT4XTL7Y9x9J1eYPK2xU3BrYvSjiXcoVHZ1WzR,'2702702702.7027'
CV71CoLqKhHYuoX6LKz9MhTvmVZTyccG7FtmBJ3QyFMM,9SaY3VHz4pFi8TNbX2kT4rAM2LNiyFRsjvP98Rtj32io,'2702702702.7027'
CWyUYjnMBSKyiuvXy7SW3FHpsYuoa7JAmFyxTY9rgLnz,3JVZad55AW2mRMc7TkZYPo6ewWpKqfqqZbJcCuHt4WnF,'2702702702.7027'
2GzX61E3wHBUY7AduZ74K7cMz8t5fxeMVWNTzgLU8Pbq,32srZemxHdduWBWUELhtsMu7JpQ4ZNWUPUXENyie4HSQ,'2702702702.7027'
FUn4RqKPV6sLUJFZCj7QkiRqXBphwqztDG2Xyb5RFY5v,3Q25j4NH4BKMshuWn1sJDk3ehEsidmQXsAeCfjmDLJkd,'2702702702.7027'
BPe96NvZPUxQqADtbatZFYXtEghXNaYsC7BVpkKPjTV5,CPvZFJVo7Yp4ZhMGPxvykzwF25HEkutginDG6UGtkuS6,'2702702702.7027'
ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,iipSKLHFbr465akvsd9maCUP2WSKdnTcALDSqsBNmCX,'2702702702.7027'
5sBn4VwE1RR3KC6Vr11g6t8hYnZjkqTfmB3EgnEaVqRj,FcHibuSUA451bvRi4CGsBfoTyT6BxDwxfGQkPjKDqFnG,'2702702702.7027'
F75QL4FSpgpw612LzgnoK7w6rHmAA76uN9QMF5ht7Bkj,BrzjyQFbdQyUFa7ik9GjNbgscBP8y68uFHXAgPXpqZdT,'2702702702.7027'
8e1uDH3xEngoi7V7oW1CA1vhBHpoqfkVDwQt8WUb5VLz,GSRLnwUaUzdhnXXvff8xq6voEopVaRJ6uGRuHjWkcRF5,'2702702702.7027'
J4Mppx73Mx58yNovHPCHS1bPccrXRoopejA4r3fPcjwL,FLSUuquhYswVTGsANPm9FNMJGE2UuG1k296VpCxn6dvs,'2702702702.7027'
9akHm9vMuX2GUwHq8ii6oyTrDHHt4iVzce364WpKnX1y,D4fcL8cThAFVraGhUc3rERff2dvVpBxoWLkG2X9yioYc,'2702702702.7027'
9m3KbJ7RyY98CJ6153TUZqJLsVVT9yP5WjFcfEr1MzCf,AQ5vKwe3ybXzWbM4Cf9YWtRaQBF5xhah7K669hqQa9yV,'2702702702.7027'
9Ys5Rqn1xSgJDrBteCQ5b8PHZZiPnL9W4scf7G1veNSH,BbXSp1LB11diPyJcWUXgBaCQe66jFeGeMv9XgJBHV5qj,'2702702702.7027'
73eBoZxJ4Nyfp3kTAhgmSD8jKRMceegTJPjtRBe8CfUb,5fgLgPkS6d1sLc2XpLFJKp5NVRJAxy9iFwzTcaygb6je,'2702702702.7027'
9z33yGZLmmbRbYBhkMy13ZBAFindp88BjKFW3FYZpaCj,2vjZJMnk7eXfvikNj19E7682QgzZuEm6ZRs4Tx1hU9gw,'2702702702.7027'
HefF8zB41CsMhZ4ZBhJVEyTc8wdDc4L2yzQ35M1uXg8P,Gj4jebwFFnYNtWBmYXTbDFiS5VMUCUBmk6k6998oHcBH,'2702702702.7027'
FDonRJf9D8ZAywHsf2YCsZLvusF46VsRujdEZEG7DveK,9T7JiJTd6arh7zvtcuXHVkEmp6WTD2tX1SPGSnCF5dU6,'2702702702.7027'
5uNADFNZE6fwDq8gKwjP4EXmfBWGnKxxbLqxiENBZvqo,HASVTteVgcGjvoQvpe4GNszoEsRWRekCBRsDhDpwoZr8,'2702702702.7027'
9aH7PQxKLGv2Z6PRGjvBLuKYGKqFncRfSUeg4ztzrZCM,5vfd3xR6JPNH3GegHyxqPN3gRXaAiiYmLi9aQoiAeZNZ,'2702702702.7027'
52DeUkrsyaebaaLjhrndYYGpr1JL5t9LF3qTyBFXEu7D,He61qqBrC7rBASHFbiZHUQk2uueUK8kcp6ocGUGF9GgD,'2702702702.7027'
6RPWUANxxVMnbb1YAw2fgmAE9f4VbcLj8NwC7PhCzWSB,4ZhXcFcS5XDxfL6efYKEtsDePsiDsqDpCNQmGfNEYUxD,'2702702702.7027'
CV71CoLqKhHYuoX6LKz9MhTvmVZTyccG7FtmBJ3QyFMM,9rKkuxFz3fMpXqM8E1cCmocjBBCduWbto9ZYRc2nCgtb,'2702702702.7027'
6DyrjMKMfT25EUGXk2MLHiEyLhLjwvNRvwWSv8XJptbP,B1X9eEcffaUnN6izRdWwh2z6hGsgCHmkZsaHRPxvNUgC,'2702702702.7027'
8UCSuL6myVLjGxbhExJL5R64oUEEQDv63ZNjigL2g1M6,EeQ9kXgiMBkHdtkK9MaTfFkam2453LjmTWozNij8swwd,'2702702702.7027'
7uDBajvs6z4LLyizJdSQD1j6EXTNpMTdvA7D4PbWJSxv,8JQV8xUpLuqiYMkue2Yg8WJ8QyRorzQqB9zgkZ4Xf1wC,'2702702702.7027'
2PVJ3VoHriYcq1VcXZEJZAb3fnTK4ZqNKY8ef9peXax2,E9UW5b43uCPAXrbwKKm8gPSnaA9AFCJE7wuprRvC4581,'2702702702.7027'
2SXEXPmh8LrK69GTnpybMJnAAPmsvpsCeMdstTLNzJPn,53RRMEiSY3sBoHmjm8tcFtB2tDCswLb8cahq82hm7L7R,'2702702702.7027'
BP7gavh8sfMyFf5x2ooB7DHoznDSkrNjJEwi8CQfWCKq,zEzUSW3ciYfkA7JeLUH5yAxYRrh5qrJsVVzirNdM8gC,'2702702702.7027'
BJBjkE3AELdwVnYYCJNAzhyNYG5YwgHJTKFoB9aMZ9vB,Dfez5GAukSNn4KuVNVvS4WwVJ1wGESGN45VD7SzftcSh,'2702702702.7027'
FYEvdKBUHbpmfayE5SZbnNoUCft6qXdY4AkTAVPe6CkG,4NMgYkv7Y7TNpoX7W3xHbM2PZxRz3rr9SCdLfzZzYrRr,'2702702702.7027'
83F5cnaBDPFqH9w3WtH1CT3aGsQFcpPLgPESRSEfh5Tr,CzUbcJFHZPKmgEkzjzegUQEfAKZvEiuMVY4mXF7BmCAF,'2702702702.7027'
AaifZsQ6BnYwWvqp6rM9J7n37FuEQuM6xQfmCcr2fpeM,4ZMZajmSfVzPMreELbADSmC3Dv7ijHNsbQbyY4SiExG7,'2702702702.7027'
4RrzL34AuT3gBjJ3SfNrnAXdno7UcSn4TVFtzrNqTvnJ,EPJYQiMgwpajZLSRZ9gQfxfzagm3jDVxKH42hUJWjkCc,'2702702702.7027'
8PtBdeXPjy3PafrHE4qqz84XXE8T8jaRQFsE8HNLygzH,EzuC6RNQziSx2Xhz3SnnmeSSKsoQQpzFKyRsVwNc5cYZ,'2702702702.7027'
2z928k8LFgP26u9TmdP2XXadXW28buvdnhD7NHQS8V7x,5FjcRMFFSUEz8HYt23YxK44gwzx8AMcLRNBVDtH5oJpg,'2702702702.7027'
Fc1TpyJtP4SUFr22ZmQS3nxJXq9F2bvQ8wet2Vf5Sxs3,HbY7GS18FhfXxZgG7irTeRW6arR1Aef4gVaT28XAvvNM,'2702702702.7027'
4C5AZhDaHoDvUUNBMzuFyHv53PNpGxyHV9RZyRtmn4nE,6L4xbJw1JNF64PJUAsDGJTdr5rGbfXYANb7gs5v2WtLQ,'2702702702.7027'
6NjRfo3bQTibf7Afh6WSZKyZBVAwxXN2ccKrDup457KX,8FeQywjLHVeEWdXeeBN9LAnF4i8JnyZoA2hNCGdQr1dd,'2702702702.7027'
DcJPffCynj8KwSUwRc7JtBJGfA4rncw6rXN98G9uPxCk,9nFFJX5Hu4en6ktQnYGDmraD2whEyUAhpNDbDfKzfRTX,'2702702702.7027'
8XXotM51fuo35wvnT8ZnDDDsLCLyfnLdumvCHQ7BGsim,7gzZcaVc672LGofd67XfodWbq7QM1vzQokyUAUZ79PBL,'2702702702.7027'
9qegtz2kkZpABE1zEKKFWE6mscnCscHQdHPpmC8f2wma,FASYDPhLNqHJthr8LworSFkUp6mtVZfGxjGwdunUqoki,'2702702702.7027'
6925TkFo52MbqKrK6iKSSSZQfWh54K818NiH7BFdjsCS,68kkHYk3FziZc8NWkGz9qFG7k32jocZM8oQaRDZaa9tM,'2702702702.7027'
BmaBbs9wHSgJd5M2NAdJm8sfkrJpCeEmk5hQMJJntWEh,J7tbA4F1jwKiG4ygNdYit1Xwv24x2HJ2asvtZqMt36CL,'2702702702.7027'
HKYT5tK9DWj2icRcQdHJ475UdhVy17RPpX7UkYFsTNxx,FQSSV4Rro98nREvQtMuWav94TsamDJLnDHjgm6p4sR8F,'2702702702.7027'
62ozBt5b4M2icEWaiKNBuaUmP2SrHdqfRuukAzKvenZz,HXwmEKPCVRHXSnu2aXNhN7rKHSr66H2vdun5RnBumTC6,'2702702702.7027'
HanKVSWPsL1We4x7uqm3B1NoRg7hxbU7wV8TTQ6yZBFr,3njy6jNFUeKD3WbWjgsXvNXVFvDZWGFJPnfLbUKZTJ7m,'2702702702.7027'
GDFAmqgm3q8mb8e8LE9R5euiGBuTVi4nD5cSwmG7uFdi,CbYskCMVXKjMo278Kew94WMaCG4z3y4UHJPCJYuT2EQ7,'2702702702.7027'
EXiGL5EK3BEhFSP1ekkcHHRe4Fpgfty7gHA59rfuG73m,3LPm5fxEMA3SPwDvMKhXr1SpJASfqcQR8M1K3Rm7HjKS,'2702702702.7027'
4cCbwa2QqvPSxjiJsygzgytawgrUm26YvuxxBuTA1aN3,E9czjnYY3S2QKXgWcvUHRDRmh9xSixQUfVRAsrRY2ckU,'2702702702.7027'
5LzdVkvvP7MerNQ8DFat57vcfzaqhydKiyXHYwsUbmNz,CAdqZFrtMnrzhW7UWmRRNwxQ4nHqBwdVZ1StUoxAJrdv,'2702702702.7027'
23QZXBS83iLy4fZWJimCvwgCdwM3XnLScrrbo8BEQYAq,8xyFLTvbh9y1tsYQZSKGCLvUY6YnVnuPTHQQXxr52xqS,'2702702702.7027'
BaC1VEHom5YKjX56DYuvu1hR8k9odkAsTfviW8QM1iA5,6JWFz2yTgxtk777bLR4EPB7t2HsGAKHXBEkLZ89C9Ytr,'2702702702.7027'
3ahwKB5CVEZnKkJrzRmhGwcFLBkgnMyUFFEZQEx4rA1B,J7TSmkEtXGNML4eGMuKsdiKvJRpXBw2WiR8joLWt9z4Q,'2702702702.7027'
HpWywrX4DLsBr3oZzBHcZQZe7FG21q5ExGAh2yKhy5Hp,Aw8QnqZchzQfo1GoPZ1FpEEcfE1KMXLxr5ou8NCCBcia,'2702702702.7027'
2rzm4Das65dSbzmiqdkvvF7fKaGHCaqzhjQdjsECP4c2,ETFjRyvhYNaRoCsNywqE6icH1UM7JKGYovTg8k7vJh6S,'2702702702.7027'
FXDzYpGZxHtHvbi5aihvjgpFHxpMGzYuvJd37nKfSXNY,9RVfhD4UAXT4uzxAborgKsDC1GsdBqvzMSd337vYVSP3,'2702702702.7027'
8Cwx4yR2sFAC5Pdx2NgGHxCk1gJrtSTxJoyqVonqndhq,GLHfe5ruzztwEJFZaweN5DffXnJyKFYdyioRn9ysSMZ2,'2702702702.7027'
HnNqRDVfuSTFLnpC6N99NobV8zhXP7ZoCJidP8eZEdmD,EPYxqUGRWXpXjqcPPavuz1ps7d9WbX6L8N6WXrWEGUko,'2702702702.7027'
FUWrhXz7iE41wWhf4HLz3Na6jkoMRBBVLTfYVcaY3yZA,42CBAjiHy4GhR64Jw4EacL3gEMGSbVa4Snjqo5PQCvfU,'2702702702.7027'
D7PY6TzZRiNJwcZKaQStjjpU3KcfP6kVhrV69wrrgUXG,2ifCC25veGTnsMDuT6yNERHHXNw9XHNuREjrf4kmXJ5a,'2702702702.7027'
pVJET78kEeE4rqoBPNfoRKQLArSwbCgbp1e8HCSF7Mm,4PA9Miv4ec2JmQwVAof24EynuFVZBSH4evDM1CQSNteG,'2702702702.7027'
8NDk8HSCEDvB9XncJEy6AtYiJFNfqYGTWCUPTH4xF4qh,FEAwMdqUjpYrPfiMJMizocH5Ts9nhiuudF6QiqpYhbNR,'2702702702.7027'
E4pGsu49FxHiZq5hnZaADMcNUoQAc7mfJsqBvQcDyrdU,BEeArpoR3a6A8vPnp6fw2hDoapibLidQb4nwqNYK3Kyu,'2702702702.7027'
DoDSTeV4vHWVQRqB4UgEzme91Ss1kn15wd2vrVnRHzbg,SDWy7KjAXan1wo62TtzMXYFTBeTwSPY4XA3x7HVoaSK,'2702702702.7027'
BNSPnM6eibRhCjACCAB4ZZzQD7YBR5b3vXAY6cRzEyTw,6f2uJHMMEFWag6mNEjZCu88YUit8xzbVZiBY2z6ZHeVJ,'2702702702.7027'
GtBFdnVChcehS7jrfGN3XW62dN9uZg9ZT4r5P22jqz7P,CVJSTvmCz5UJdQBrNHHowg4YCmExw9gsDfZ9ytZur8Uy,'2702702702.7027'
9nzHRBXDzZ5mXidpcUAFHzYkap96cYtsC8rnCkAxEuum,9AayNLqp2mUuhTSeLiSw9EWGVPVDoTnCDUAQJZWNzGrz,'2702702702.7027'
GaWqrWGAhgWq4rUafUKPS4Qs1XU77WAFVvsjCvUBygSz,GKj1Rq4wUoiZT1dSGyMupCtRNDXMxDr5rcbrdZJKjwJZ,'2702702702.7027'
QaqwCWwSSGHjQzwztExnryPQerxvmxMVVDWqNZc2c6Y,7DsA3f9UU7kx2wi5N7PCUWRpvXe4DseCEkYbQUaqvXoQ,'2702702702.7027'
HuUQsiJMAGx1g91SaTeXg1MLurVf14or1Fo336K4rfmU,2MKVRe3zJTELLnE4G4K1Hmebg6BcKNZCdEjptCDUFAA5,'2702702702.7027'
EyRtyq3DFESgT3KuvtQ3Vss9KofFHrfVeaVT7xpKW2GT,EjwawcMjxuEYkwcgg4AuLqfv96W2L5Voe8vJtv1zSCf1,'2702702702.7027'
HmZfDCgRYScqfYqU8XEXpWc6tg5jLKC4UJV5xBYcitza,Gz5mK7vu6GyP69gc5213Wwy4ZAsB2BmHeVmuFMEX3cwv,'2702702702.7027'
F7SRtWpcEz1HBPVoBeyRXMPhRe3WRqHnSiwW56f4CnzH,SvwbdAFx3PnksZbkPkWc76F2AsdPg5ZuLej9cgzwMrD,'2702702702.7027'
Bdf78Wj9vFSzgStrTE47jbSQS1c2Gkb5YrLE5z5Nm974,EmLRzbfUwMxtLLmnsHE6ci2SDmvsWNVLLxRVhXTXkPUU,'2702702702.7027'
B2FLtBQuoY6JzxXUnM62ggt8bFEcaZCGtiWFqzD4NfM,B7MjXP3AhyB9nLa5LeEa9uCaUUqGNMmu2bNB6YENoKcH,'2702702702.7027'
H87XP8K1XW9Fk9LEeufPg1vunuWUMHyNFAtc494hydcw,5pmWYeA2Jm39Gm8kyrbWtb34hfsUR6uadmNpb3mJvcXc,'2702702702.7027'
7h1WhQCRaoGBSgy7hGSiU4tSxqC5ZBnqzYfiauGDPvY4,6H2YvckcrLJJLNs38nWQ8FK25mnQJftRRnHH1UWg1Q7K,'2702702702.7027'
EtWNam7b9i1jU87EVRZPzpbZVBab7MpPdivZ6oHy6BcN,3vpqYuYcEgoDbrGxwwwQ2QVgFpERMR8PdzgRqrrReZxc,'2702702702.7027'
G2XaEhK5186GvD4yqHqdzrjAS7qUvq18bFqSZqPWhV15,7AVxuzPfKKKZT7DDRC6op96C8a8Bq6euXWgxbnA6Kwt3,'2702702702.7027'
4DUGLyYUE1L87GSZMZsS6NSmFsg7dfELQAWpSKjtt6Dw,3fLm196bRpJqfwhJUwvpsUpGuWkotPSCgdbFz2R1ndn6,'2702702702.7027'
7Fb53kqkqNSKizyDNt3sZF1gjNEziBWdE6U2Z7XkTuqe,8QV38c5C1V1xV3kEq6Zt8NW1ktFTMsRr6UeR78KU4bge,'2702702702.7027'
ofcuYN5pAbqXC4uTQ7GuSxBd1xXzYJ862dyxGsvZRHK,AuWgPfajpg1rVN6KmpWpHHCqFmxTDVxSu66ixvJRyHVJ,'2702702702.7027'
86optkZk5H33J2yeURmSdTuz7jtohWqeC2XBArrdZNYP,6wNhaWfETzCsdXAN5WsGgCZXHA5UNy3kb7AHsdKkQWHz,'2702702702.7027'
